url,finalUrl,ok,okBrowser,status,error
https://www.microsoft.com/en-us/ability/employment/neurodiversity,https://www.microsoft.com/en-us/ability/employment/neurodiversity,false,false,404,
https://www.mountsinai.org/locations/seaver,https://www.mountsinai.org/locations/seaver,false,false,404,
https://www.ninds.nih.gov/health-information/disorders/autism-spectrum-disorder,https://www.ninds.nih.gov/health-information/disorders/autism-spectrum-disorder,false,false,403,
https://www.stanfordchildrens.org/en/service/autism-and-developmental-disabilities-center,https://www.stanfordchildrens.org/en/services/autism-and-developmental-disabilities-center,false,false,404,
https://www.tandfonline.com/toc/taca20/current,https://www.tandfonline.com/toc/taca20/current,false,true,403,
https://www.texaschildrens.org/conditions/autism-spectrum-disorder,https://www.texaschildrens.org/conditions/autism-spectrum-disorder,false,false,404,
https://www.tobiidynavox.com/support,https://www.tobiidynavox.com/support,false,false,404,
https://www.ucsfhealth.org/clinics/autism-center,https://www.ucsfhealth.org/clinics/autism-center,false,false,404,
https://www.wpspublish.com/spm-sensory-processing-measure,https://www.wpspublish.com/spm-sensory-processing-measure,false,true,403,
https://1800respect.org.au/sunny,https://1800respect.org.au/sunny,true,false,200,
https://ablegamers.org/,https://ablegamers.org/,true,false,200,
https://adhdeurope.eu/,https://adhdeurope.eu/,true,false,200,
https://adhduk.co.uk/,https://adhduk.co.uk/,true,false,200,
https://afirm.fpg.unc.edu/,https://afirm.fpg.unc.edu/,true,false,200,
https://afirm.fpg.unc.edu/afirm-modules,https://afirm.fpg.unc.edu/afirm-modules/,true,false,200,
https://apps.apple.com/app/choiceworks/id486210964,https://apps.apple.com/us/app/choiceworks/id486210964,true,false,200,
https://apps.apple.com/app/focus-keeper/id867374917,https://apps.apple.com/us/app/focus-keeper-pomodoro-timer/id867374917,true,false,200,
https://apps.apple.com/app/social-stories-creator/id588180598,https://apps.apple.com/us/app/social-story-creator-library/id588180598,true,false,200,
https://asiam.ie/,https://asiam.ie/,true,false,200,
https://askjan.org/disabilities/Autism-Spectrum-Disorder.cfm,https://askjan.org/disabilities/Autism-Spectrum-Disorder.cfm,true,false,200,
https://auticon.com/,https://auticon.com/,true,false,200,
https://autism.emory.edu/,https://med.emory.edu/departments/psychiatry/autism/index.html,true,false,200,
https://autism.org.au/,https://autism.org.au/,true,false,200,
https://autismawarenesscentre.com/,https://autismawarenesscentre.com/,true,false,200,
https://autismcenter.duke.edu/,https://autismcenter.duke.edu/,true,false,200,
https://autismequebec.org/,https://autismequebec.org/,true,false,200,
https://autismnavigator.com/,https://autismnavigator.com/,true,false,200,
https://autismnovascotia.ca/,https://www.autismnovascotia.ca/,true,false,200,
https://autismsociety.org/,https://autismsociety.org/,true,false,200,
https://autismsociety.org/local-support,https://autismsociety.org/local-support/,true,false,200,
https://autismwales.org/en/,https://neurodivergencewales.org/en/,true,false,200,
https://autisticadvocacy.org/,https://autisticadvocacy.org/,true,false,200,
https://canchild.ca/en/diagnoses/developmental-coordination-disorder,https://canchild.ca/diagnoses/developmental-coordination-disorder/,true,false,200,
https://chadd.org/,https://chadd.org/,true,false,200,
https://childmind.org/topics/concerns/adhd/,https://childmind.org/topics/adhd-attention-problems/,true,false,200,
https://childmind.org/topics/concerns/autism/,https://childmind.org/topics/autism/,true,false,200,
https://communicationmatters.org.uk/,https://communicationmatters.org.uk/,true,false,200,
https://dbtcoach.com/,https://www.dbtcoach.com/,true,false,200,
https://depts.washington.edu/uwautism/,https://depts.washington.edu/uwautism/,true,false,200,
https://dyscalculiaassociation.org/,https://dyscalculiacenter.org/,true,false,200,
https://dyslexiaida.org/,https://dyslexiaida.org/,true,false,200,
https://dyspraxia.org.nz/,https://dyspraxia.org.nz/,true,false,200,
https://eric.ed.gov/?q=autism,https://eric.ed.gov/?q=autism,true,false,200,
https://essts.org/,https://www.essts.org/,true,false,200,
https://getcoldturkey.com/,https://getcoldturkey.com/,true,false,200,
https://health.ucdavis.edu/mindinstitute/,https://health.ucdavis.edu/mind-institute/,true,false,200,
https://healthychildren.org/English/health-issues/conditions/Autism/Pages/default.aspx,https://healthychildren.org/English/health-issues/conditions/Autism/Pages/default.aspx,true,false,200,
https://insighttimer.com/,https://insighttimer.com/,true,false,200,
https://kahoot.com/,https://kahoot.com/,true,false,200,
https://kidshealth.org/,https://kidshealth.org/,true,false,200,
https://kidshealth.org/en/parents/centers/center.html,https://kidshealth.org/en/parents/centers/center.html,true,false,200,
https://learningally.org/,https://learningally.org/,true,false,200,
https://llamalife.co/,https://llamalife.co/,true,false,200,
https://medlineplus.gov/autismspectrumdisorder.html,https://medlineplus.gov/autismspectrumdisorder.html,true,false,200,
https://meet.jit.si/,https://meet.jit.si/,true,false,200,
https://mindfulpowersforkids.com/,https://mindfulpowersforkids.com/,true,false,200,
https://mobile.va.gov/app/mindfulness-coach,https://mobile.va.gov/app/mindfulness-coach,true,false,200,
https://modelmekids.com/app/,https://www.modelmekids.com/apps-for-autism/,true,false,200,
https://my.clevelandclinic.org/health/diseases/autism,https://my.clevelandclinic.org/health/diseases/autism,true,false,200,
https://neuroclastic.com/,https://neuroclastic.com/,true,false,200,
https://neurodiversityhub.org/,https://www.neurodiversityhub.org/,true,false,200,
https://neurodiversityhub.org/resources,https://www.neurodiversityhub.org/resources,true,false,200,
https://neurosciences.ucsd.edu/centers-programs/autism/index.html,https://neurosciences.ucsd.edu/centers-programs/autism/index.html,true,false,200,
https://open.spotify.com/show/5mtjxCVcTyDcnx8j63n8La,https://open.spotify.com/show/5mtjxCVcTyDcnx8j63n8La,true,false,200,
https://otsimo.com/en/,https://otsimo.com/en/,true,false,200,
https://raisingchildren.net.au/autism,https://raisingchildren.net.au/autism,true,false,200,
https://rcaas.rutgers.edu/,https://rcaas.rutgers.edu/,true,false,200,
https://researchautism.org/,https://researchautism.org/,true,false,200,
https://rootd.io/,https://www.rootd.io/,true,false,200,
https://saltsoftware.com/,https://www.saltsoftware.com/,true,false,200,
https://saltsoftware.com/resources,https://www.saltsoftware.com/resources,true,false,200,
https://scholar.google.com/scholar?q=autism,https://scholar.google.com/scholar?q=autism,true,false,200,
https://sensoryhealth.org/,https://sensoryhealth.org/,true,false,200,
https://sites.ed.gov/idea/,https://sites.ed.gov/idea/,true,false,200,
https://sites.research.google/relate/,https://sites.research.google/relate/,true,false,200,
https://sparkforautism.org/discover/,https://sparkforautism.org/discover/,true,false,200,
https://specialisterne.com/,https://specialisterne.com/,true,false,200,
https://support.apple.com/guide/iphone/use-live-captions-iph3b9a9f56c/ios,https://support.apple.com/guide/iphone/welcome/ios,true,false,200,
https://teacch.com/,https://teacch.com/,true,false,200,
https://teacch.com/resources/,https://teacch.com/resources/,true,false,200,
https://thearc.org/,https://thearc.org/,true,false,200,
https://thinksmartbox.com,https://thinksmartbox.com/,true,false,200,
https://thinksmartbox.com/product/grid-3/,https://thinksmartbox.com/grid/,true,false,200,
https://tourette.org/,https://tourette.org/,true,false,200,
https://tryhealthyminds.org/,https://tryhealthyminds.org/,true,false,200,
https://udlguidelines.cast.org/,https://udlguidelines.cast.org/,true,false,200,
https://uniquelyhuman.com/,https://uniquelyhuman.com/,true,false,200,
https://vkc.vumc.org/vkc/triad/,https://vkc.vumc.org/vkc/triad/home/,true,false,200,
https://voiceitt.com/,https://www.voiceitt.com/,true,false,200,
https://worrytree.com/,https://worrytree.com/,true,false,200,
https://www.aap.org/en/patient-care/autism/,https://www.aap.org/en/patient-care/autism/,true,false,200,
https://www.additudemag.com/,https://www.additudemag.com/,true,false,200,
https://www.adhdaustralia.org.au/,https://www.adhdaustralia.org.au/,true,false,200,
https://www.adhdfoundation.org.uk/,https://www.adhdfoundation.org.uk/,true,false,200,
https://www.amaze.org.au/,https://www.amaze.org.au/,true,false,200,
https://www.ambitiousaboutautism.org.uk/,https://www.ambitiousaboutautism.org.uk/,true,false,200,
https://www.android.com/accessibility/live-transcribe/,https://www.android.com/accessibility/live-transcribe/,true,false,200,
https://www.apa.org/topics/autism-spectrum-disorder,https://www.apa.org/topics/autism-spectrum-disorder,true,false,200,
https://www.appliedbehavioranalysisprograms.com/,https://www.appliedbehavioranalysisprograms.com/,true,false,200,
https://www.apraxiakids.org/,http://ww25.apraxiakids.org/?subid1=20250817-2225-046b-8f89-5d306b37d669,true,false,200,
https://www.assistiveware.com/products/keeble,https://www.assistiveware.com/products/keeble,true,false,200,
https://www.assistiveware.com/products/pictello,https://www.assistiveware.com/products/pictello,true,false,200,
https://www.assistiveware.com/products/proloquo2go,https://www.assistiveware.com/products/proloquo2go,true,false,200,
https://www.assistiveware.com/resources,https://www.assistiveware.com/resources,true,false,200,
https://www.atia.org/at-resources/,https://www.atia.org/home/at-resources/,true,false,200,
https://www.aucd.org/,https://www.aucd.org/,true,false,200,
https://www.autcraft.com/,https://www.autcraft.com/,true,false,200,
https://www.autism-alliance.org.uk/,https://www.autism-alliance.org.uk/,true,false,200,
https://www.autism-india.org/,https://www.autism-india.org/,true,false,200,
https://www.autism.ie/,https://autism.ie/,true,false,200,
https://www.autism.org.au/,https://autism.org.au/,true,false,200,
https://www.autism.org.my/,https://www.autism.org.my/,true,false,200,
https://www.autism.org.nz/,https://www.autism.org.nz/,true,false,200,
https://www.autism.org.sg/,https://www.autism.org.sg/,true,false,200,
https://www.autism.org.sg/living-with-autism,https://www.autism.org.sg/living-with-autism,true,false,200,
https://www.autism.org.sg/resources,https://www.autism.org.sg/,true,false,200,
https://www.autism.org.uk/,https://www.autism.org.uk/,true,false,200,
https://www.autism.org.uk/advice-and-guidance,https://www.autism.org.uk/advice-and-guidance,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/behaviour,https://www.autism.org.uk/advice-and-guidance/topics/behaviour,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/diagnosis,https://www.autism.org.uk/advice-and-guidance/topics/diagnosis,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/education,https://www.autism.org.uk/advice-and-guidance/topics/education,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/health,https://www.autism.org.uk/advice-and-guidance/topics/health,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/independent-living,https://www.autism.org.uk/advice-and-guidance/topics/independent-living,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/mental-health,https://www.autism.org.uk/advice-and-guidance/topics/mental-health,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/mental-health/anxiety,https://www.autism.org.uk/advice-and-guidance/topics/mental-health/anxiety,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/sensory-differences,https://www.autism.org.uk/advice-and-guidance/topics/sensory-differences,true,false,200,
https://www.autism.org.uk/advice-and-guidance/topics/social-life/social-communication,https://www.autism.org.uk/advice-and-guidance/topics/social-life/social-communication,true,false,200,
https://www.autism.org.uk/directory,https://www.autism.org.uk/autism-services-directory,true,false,200,
https://www.autism.org.uk/directory/a-z,https://www.autism.org.uk/directory/a-z,true,false,200,
https://www.autism.org.uk/what-is-autism,https://www.autism.org.uk/advice-and-guidance/what-is-autism,true,false,200,
https://www.autism.org.uk/what-we-do/our-research,https://www.autism.org.uk/what-we-do/our-research,true,false,200,
https://www.autism.org.za/,https://www.autism.org.za/,true,false,200,
https://www.autism.org/,https://autism.org/,true,false,200,
https://www.autism.org/diagnosis,https://autism.org/webinars/diagnosis-matters/,true,false,200,
https://www.autism.org/resources,https://autism.org/resources-on-the-gut-brain-connection-in-autism/,true,false,200,
https://www.autism.org/strategies/,https://autism.org/strategies-for-addressing-challenging-behaviors/,true,false,200,
https://www.autism.org/treatment,https://autism.org/treatment/,true,false,200,
https://www.autism.org/what-is-autism/,https://autism.org/what-is-autism/,true,false,200,
https://www.autismalberta.ca/,https://autismalberta.ca/,true,false,200,
https://www.autismawareness.com.au/,https://www.autismawareness.com.au/,true,false,200,
https://www.autismawarenesscentre.com/resources/,https://autismawarenesscentre.com/resources/,true,false,200,
https://www.autismbc.ca/,https://www.autismbc.ca/,true,false,200,
https://www.autismcanada.org/,https://www.autismcanada.org/,true,false,200,
https://www.autismcanada.org/acresources,https://www.autismcanada.org/acresources,true,false,200,
https://www.autismcrc.com.au/,https://www.autismcrc.com.au/,true,false,200,
https://www.autismcrc.com.au/knowledge-centre,https://www.autismcrc.com.au/knowledge-centre,true,false,200,
https://www.autisme-france.fr/,https://www.autisme-france.fr/,true,false,200,
https://www.autisme.be/,https://www.autisme.be/,true,false,200,
https://www.autisme.ch/,https://www.autisme.ch/,true,false,200,
https://www.autisme.lu/,https://www.autisme.lu/,true,false,200,
https://www.autisme.no/,https://autismeforeningen.no/,true,false,200,
https://www.autismeducationtrust.org.uk/,https://www.autismeducationtrust.org.uk/,true,false,200,
https://www.autismeducationtrust.org.uk/resources/,https://www.autismeducationtrust.org.uk/resources,true,false,200,
https://www.autismempowerment.org/,https://www.autismempowerment.org/,true,false,200,
https://www.autismempowerment.org/resources/,https://www.autismempowerment.org/resource-center/resources-for-females-on-the-autism-spectrum/,true,false,200,
https://www.autismeurope.org/,https://www.autismeurope.org/,true,false,200,
https://www.autismeurope.org/what-we-do/projects/,https://www.autismeurope.org/,true,false,200,
https://www.autisminternetmodules.org/,https://autisminternetmodules.org/,true,false,200,
https://www.autismni.org/,https://autismni.org/,true,false,200,
https://www.autismnow.org/,https://autismnow.org/,true,false,200,
https://www.autismnz.org.nz/,https://autismnz.org.nz/,true,false,200,
https://www.autismnz.org.nz/resources,https://autismnz.org.nz/resources/,true,false,200,
https://www.autismo.it/,https://www.autismo.it/,true,false,200,
https://www.autismo.org.es/,https://autismo.org.es/,true,false,200,
https://www.autismontario.com/,https://www.autismontario.com/,true,false,200,
https://www.autismontario.com/programs-services,https://www.autismontario.com/programs-services,true,false,200,
https://www.autismparentingmagazine.com/,https://www.autismparentingmagazine.com/,true,false,200,
https://www.autismqld.com.au/,https://autismqld.com.au/,true,false,200,
https://www.autismresearchcentre.com/,https://www.autismresearchcentre.com/,true,false,200,
https://www.autismsa.org.au/,https://autismsa.org.au/,true,false,200,
https://www.autismsciencefoundation.org/,https://autismsciencefoundation.org/,true,false,200,
https://www.autismservices.ca/,https://autismservices.ca/,true,false,200,
https://www.autismsociety-nc.org/,https://www.autismsociety-nc.org/,true,false,200,
https://www.autismspeaks.org/,https://www.autismspeaks.org/,true,false,200,
https://www.autismspeaks.org/advocacy,https://www.autismspeaks.org/advocacy,true,false,200,
https://www.autismspeaks.org/autism-apps,https://www.autismspeaks.org/autism-apps,true,false,200,
https://www.autismspeaks.org/autism-family-services,https://www.autismspeaks.org/autism-family-services,true,false,200,
https://www.autismspeaks.org/autism-response-team-art,https://www.autismspeaks.org/autism-response-team-art,true,false,200,
https://www.autismspeaks.org/autism-statistics-asd,https://www.autismspeaks.org/autism-statistics-asd,true,false,200,
https://www.autismspeaks.org/autism-treatment,https://www.autismspeaks.org/autism-treatment,true,false,200,
https://www.autismspeaks.org/resource-guide,https://www.autismspeaks.org/resource-guide,true,false,200,
https://www.autismspeaks.org/science,https://www.autismspeaks.org/science,true,false,200,
https://www.autismspeaks.org/tool-kits,https://www.autismspeaks.org/tool-kits,true,false,200,
https://www.autismspectrum.org.au/,https://www.aspect.org.au/,true,false,200,
https://www.autismtoolbox.co.uk/,https://www.autismtoolbox.co.uk/,true,false,200,
https://www.autismwales.org/en/,https://neurodivergencewales.org/en/,true,false,200,
https://www.autistica.org.uk/,https://www.autistica.org.uk/,true,false,200,
https://www.autistica.org.uk/our-research,https://www.autistica.org.uk/our-research/our-research,true,false,200,
https://www.autistica.org.uk/our-research/research-projects,https://www.autistica.org.uk/our-research/research-projects,true,false,200,
https://www.avazapp.com,https://www.avazapp.com/,true,false,200,
https://www.bbc.co.uk/programmes/p06n5b2n,https://www.bbc.co.uk/programmes/p06n5b2n,true,false,200,
https://www.bdadyslexia.org.uk/,https://www.bdadyslexia.org.uk/,true,false,200,
https://www.boardmakeronline.com/ (Boardmaker Online),https://www.myboardmaker.com/Login.aspx,true,false,200,
https://www.bookshare.org/cms/,https://www.bookshare.org/,true,false,200,
https://www.brain-power.com/,https://brain-power.com/,true,false,200,
https://www.caddra.ca/,https://www.caddra.ca/,true,false,200,
https://www.callscotland.org.uk/,https://www.callscotland.org.uk/,true,false,200,
https://www.canada.ca/en/public-health/services/diseases/autism-spectrum-disorder-asd.html,https://www.canada.ca/en/public-health/services/diseases/autism-spectrum-disorder-asd.html,true,false,200,
https://www.cast.org/impact/universal-design-for-learning-udl,https://www.cast.org/what-we-do/universal-design-for-learning/,true,false,200,
https://www.cboard.io/,https://www.cboard.io/,true,false,200,
https://www.cdc.gov/ncbddd/adhd/index.html,https://www.cdc.gov/adhd/,true,false,200,
https://www.cdc.gov/ncbddd/autism/index.html,https://www.cdc.gov/autism/,true,false,200,
https://www.childrenshospital.org/conditions/autism-spectrum-disorder,https://www.childrenshospital.org/conditions/autism-spectrum-disorders,true,false,200,
https://www.childrenshospital.org/programs/autism-spectrum-center,https://www.childrenshospital.org/programs/autism-spectrum-center,true,false,200,
https://www.chop.edu/conditions-diseases/autism-spectrum-disorder,https://www.chop.edu/conditions-diseases/autism-spectrum-disorder-in-children,true,false,200,
https://www.cincinnatichildrens.org/health/a/autism,https://www.cincinnatichildrens.org/health/a/autism,true,false,200,
https://www.cochrane.org/evidence,https://www.cochrane.org/evidence,true,false,200,
https://www.communicationmatters.org.uk/resources/,https://www.communicationmatters.org.uk/resources/,true,false,200,
https://www.cricksoft.com/uk/clicker,https://cricksoft.com/clicker/,true,false,200,
https://www.cricksoft.com/uk/clicker/resources,https://cricksoft.com/,true,false,200,
https://www.dyscalculia.org/,https://www.dyscalculia.org/,true,false,200,
https://www.dyslexiacanada.org/,https://dyslexiacanada.org/,true,false,200,
https://www.dyslexiafoundation.org.nz/,https://dfnz.org.nz/,true,false,200,
https://www.dyslexiafoundation.org/,https://dyslexiafoundation.org/,true,false,200,
https://www.exceptionalmindsstudio.org/,https://exceptional-minds.org/,true,false,200,
https://www.forestapp.cc/,https://www.forestapp.cc/,true,false,200,
https://www.frontiersin.org/,https://www.frontiersin.org/,true,false,200,
https://www.goodkarmaapplications.com/first-then-visual-schedule.html,https://www.goodkarmaapplications.com/first-then-visual-schedule.html,true,false,200,
https://www.gov.uk/government/organisations/department-for-education,https://www.gov.uk/government/organisations/department-for-education,true,false,200,
https://www.gov.uk/search/all?keywords=autism,https://www.gov.uk/search/all?keywords=autism,true,false,200,
https://www.headspace.com/,https://www.headspace.com/,true,false,200,
https://www.health.gov.au/topics/disability,https://www.health.gov.au/topics/disability-and-carers,true,false,200,
https://www.health.govt.nz/,https://www.health.govt.nz/,true,false,200,
https://www.healthdirect.gov.au/autism,https://www.healthdirect.gov.au/autism,true,false,200,
https://www.healthline.com/health/autism,https://www.healthline.com/health/autism,true,false,200,
https://www.herts.ac.uk/kaspar,https://www.herts.ac.uk/kaspar,true,false,200,
https://www.hse.ie/eng/services/list/4/disability/,https://www.hse.ie/eng/services/list/4/disability/,true,false,200,
https://www.icdl.com/,https://www.icdl.com/,true,false,200,
https://www.isaac-online.org,https://isaac-online.org/,true,false,200,
https://www.jkp.com/uk/mind-reading-1.html,https://uk.jkp.com/,true,false,200,
https://www.kennedykrieger.org/patient-care/centers-and-programs/center-for-autism-services-science-and-innovation,https://www.kennedykrieger.org/patient-care/centers-and-programs/center-for-autism-services-science-and-innovation,true,false,200,
https://www.luriechildrens.org/en/specialties-conditions/autism-spectrum-disorder/,https://www.luriechildrens.org/en/specialties-conditions/autism-spectrum-disorder/,true,false,200,
https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder,true,false,200,
https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes,true,false,200,
https://www.modelmekids.com/app/,https://www.modelmekids.com/apps-for-autism/,true,false,200,
https://www.mycoughdrop.com/,https://www.mycoughdrop.com/,true,false,200,
https://www.nationalautismcenter.org/,https://nationalautismcenter.org/,true,false,200,
https://www.nationwidechildrens.org/conditions/autism-spectrum-disorder,https://www.nationwidechildrens.org/conditions/autism-spectrum-disorder,true,false,200,
https://www.ncbi.nlm.nih.gov/pmc/?term=autism,https://www.ncbi.nlm.nih.gov/pmc/?term=autism,true,false,200,
https://www.neuroclastic.com/,https://neuroclastic.com/,true,false,200,
https://www.neurodiversitypodcast.com/,https://neurodiversitypodcast.com/,true,false,200,
https://www.neurodiversityweek.com/,https://www.neurodiversityweek.com/,true,false,200,
https://www.nhs.uk/conditions/autism/,https://www.nhs.uk/conditions/autism/,true,false,200,
https://www.nice.org.uk/guidance/cg142,https://www.nice.org.uk/guidance/cg142,true,false,200,
https://www.nice.org.uk/guidance/cg170,https://www.nice.org.uk/guidance/cg170,true,false,200,
https://www.nichd.nih.gov/health/topics/autism,https://www.nichd.nih.gov/health/topics/autism,true,false,200,
https://www.nidcd.nih.gov/health,https://www.nidcd.nih.gov/health,true,false,200,
https://www.nimh.nih.gov/health/topics/attention-deficit-hyperactivity-disorder-adhd,https://www.nimh.nih.gov/health/topics/attention-deficit-hyperactivity-disorder-adhd,true,false,200,
https://www.nimh.nih.gov/health/topics/autism-spectrum-disorders-asd,https://www.nimh.nih.gov/health/topics/autism-spectrum-disorders-asd,true,false,200,
https://www.nuance.com/dragon.html,https://www.nuance.com/dragon.html,true,false,200,
https://www.positivelyautistic.com/,https://positivelyautistic.com/,true,false,200,
https://www.prc-saltillo.com/products/lamp-words-for-life,https://www.prc-saltillo.com/products/lamp-words-for-life,true,false,200,
https://www.prentrom.com/support,https://www.prentrom.com/support,true,false,200,
https://www.psychologytoday.com/us/basics/autism,https://www.psychologytoday.com/us/basics/autism,true,false,200,
https://www.research.chop.edu/center-for-autism-research,https://www.research.chop.edu/car,true,false,200,
https://www.robokind.com/,https://www.robokind.com/,true,false,200,
https://www.sciencedirect.com/topics/medicine-and-dentistry/autism,https://www.sciencedirect.com/topics/medicine-and-dentistry/pervasive-developmental-disorder,true,false,200,
https://www.scottishautism.org/,https://www.scottishautism.org/,true,false,200,
https://www.seattlechildrens.org/clinics/autism-center/,https://www.seattlechildrens.org/clinics/autism-center/,true,false,200,
